DATE,A261RX1Q020SBEA,AMDMTI,AMDMVS,AMTMUO,BOPTEXP,BOPTIMP,BUSINV,CPIAUCSL,CPILFESL,DGORDER,DSPIC96,GACDFSA066MSFRBPHI,GACDISA066MSFRBNY,GDPC1,HOUST,HSN1F,I42IMSM144SCEN,INDPRO,IQ,IR,JTSJOL,NPPTTL,PAYEMS,PCEC96,PCEPI,PCEPILFE,PERMIT,PPIFIS,RSAFS,TCU,TTLCONS,ULCNFB,UMCSENT,UNRATE
1942-08-01,,,,,,,,,,,,,,,,,,3.03018,,,,,516.0,,,,,,,,,,,
1942-09-01,,,,,,,,,,,,,,,,,,2.3105,,,,,271.0,,,,,,,,,,,
1942-10-01,,,,,,,,,,,,,,,,,,3.28552,,,,,256.0,,,,,,,,,,,
1942-11-01,,,,,,,,,,,,,,,,,,2.38613,,,,,159.0,,,,,,,,,,,
1942-12-01,,,,,,,,,,,,,,,,,,2.3298,,,,,241.0,,,,,,,,,,,
1943-01-01,,,,,,,,,,,,,,,,,,0.94853,,,,,257.0,,,,,,,,,,,
1943-02-01,,,,,,,,,,,,,,,,,,2.63149,,,,,221.0,,,,,,,,,,,
1943-03-01,,,,,,,,,,,,,,,,,,0.73297,,,,,159.0,,,,,,,,,,,
1943-04-01,,,,,,,,,,,,,,,,,,1.27268,,,,,95.0,,,,,,,,,,,
1943-05-01,,,,,,,,,,,,,,,,,,0.71782,,,,,-51.0,,,,,,,,,,,
1943-06-01,,,,,,,,,,,,,,,,,,-0.53436,,,,,185.0,,,,,,,,,,,
1943-07-01,,,,,,,,,,,,,,,,,,3.04676,,,,,-81.0,,,,,,,,,,,
1943-08-01,,,,,,,,,,,,,,,,,,2.08669,,,,,-154.0,,,,,,,,,,,
1943-09-01,,,,,,,,,,,,,,,,,,2.55536,,,,,-54.0,,,,,,,,,,,
1943-10-01,,,,,,,,,,,,,,,,,,1.49514,,,,,183.0,,,,,,,,,,,
1943-11-01,,,,,,,,,,,,,,,,,,1.30937,,,,,146.0,,,,,,,,,,,
1943-12-01,,,,,,,,,,,,,,,,,,-1.29244,,,,,-75.0,,,,,,,,,,,
1944-01-01,,,,,,,,,,,,,,,,,,1.14562,,,,,-92.0,,,,,,,,,,,
1944-02-01,,,,,,,,,,,,,,,,,,0.80886,,,,,-116.0,,,,,,,,,,,
1944-03-01,,,,,,,,,,,,,,,,,,-0.16059,,,,,-244.0,,,,,,,,,,,
1944-04-01,,,,,,,,,,,,,,,,,,0.0,,,,,-231.0,,,,,,,,,,,
1944-05-01,,,,,,,,,,,,,,,,,,-0.64281,,,,,-78.0,,,,,,,,,,,
1944-06-01,,,,,,,,,,,,,,,,,,-0.32378,,,,,-38.0,,,,,,,,,,,
1944-07-01,,,,,,,,,,,,,,,,,,-0.16242,,,,,-43.0,,,,,,,,,,,
1944-08-01,,,,,,,,,,,,,,,,,,1.30085,,,,,-54.0,,,,,,,,,,,
1944-09-01,,,,,,,,,,,,,,,,,,-0.64178,,,,,-171.0,,,,,,,,,,,
1944-10-01,,,,,,,,,,,,,,,,,,0.32326,,,,,29.0,,,,,,,,,,,
1944-11-01,,,,,,,,,,,,,,,,,,-0.80555,,,,,3.0,,,,,,,,,,,
1944-12-01,,,,,,,,,,,,,,,,,,-0.32484,,,,,149.0,,,,,,,,,,,
1945-01-01,,,,,,,,,,,,,,,,,,-0.97708,,,,,35.0,,,,,,,,,,,
1945-02-01,,,,,,,,,,,,,,,,,,-0.3285,,,,,2.0,,,,,,,,,,,
1945-03-01,,,,,,,,,,,,,,,,,,-0.66039,,,,,-99.0,,,,,,,,,,,
1945-04-01,,,,,,,,,,,,,,,,,,-1.82691,,,,,-352.0,,,,,,,,,,,
1945-05-01,,,,,,,,,,,,,,,,,,-2.70735,,,,,-142.0,,,,,,,,,,,
1945-06-01,,,,,,,,,,,,,,,,,,-2.26133,,,,,-155.0,,,,,,,,,,,
1945-07-01,,,,,,,,,,,,,,,,,,-2.31299,,,,,-275.0,,,,,,,,,,,
1945-08-01,,,,,,,,,,,,,,,,,,-10.38223,,,,,-408.0,,,,,,,,,,,
1945-09-01,,,,,,,,,,,,,,,,,,-8.94295,,,,,-1959.0,,,,,,,,,,,
1945-10-01,,,,,,,,,,,,,,,,,,-4.01816,,,,,93.0,,,,,,,,,,,
1945-11-01,,,,,,,,,,,,,,,,,,3.72103,,,,,396.0,,,,,,,,,,,
1945-12-01,,,,,,,,,,,,,,,,,,0.44865,,,,,114.0,,,,,,,,,,,
1946-01-01,,,,,,,,,,,,,,,,,,-5.5806,,,,,719.0,,,,,,,,,,,
1946-02-01,,,,,,,,,,,,,,,,,,-4.96435,,,,,-585.0,,,,,,,,,,,
1946-03-01,,,,,,,,,,,,,,,,,,10.44733,,,,,951.0,,,,,,,,,,,
1946-04-01,,,,,,,,,,,,,,,,,,-1.80185,,,,,718.0,,,,,,,,,,,
1946-05-01,,,,,,,,,,,,,,,,,,-3.66983,,,,,436.0,,,,,,,,,,,
1946-06-01,,,,,,,,,,,,,,,,,,6.19089,,,,,386.0,,,,,,,,,,,
1946-07-01,,,,,,,,,,,,,,,,,,3.36322,,,,,418.0,,,,,,,,,,,
1946-08-01,,,,,,,,,,,,,,,,,,3.68784,,,,,489.0,,,,,,,,,,,
1946-09-01,,,,,,,,,,,,,,,,,,1.88221,,,,,273.0,,,,,,,,,,,
1946-10-01,,,,,,,,,,,,,,,,,,1.8482,,,,,178.0,,,,,,,,,,,
1946-11-01,,,,,,,,,,,,,,,,,,0.60514,,,,,302.0,,,,,,,,,,,
1946-12-01,,,,,,,,,,,,,,,,,,0.60075,,,,,-16.0,,,,,,,,,,,
1947-01-01,,,,,,,,,,,,,,,,,,1.19581,,,,,156.0,,,,,,,,,,,
1947-02-01,,,,,,,,0.65177,,,,,,,,,,0.59011,,,,,22.0,,,,,,,,,,,
1947-03-01,,,,,,,,1.75763,,,,,,,,,,0.58737,,,,,50.0,,,,,,,,,,,
1947-04-01,-0.48762,,,,,,,0.0,,,,,,-1.05668,,,,-0.77859,,,,,-108.0,,,,,,,,,-0.0267,,
1947-05-01,,,,,,,,-0.22727,,,,,,,,,,0.39235,,,,,139.0,,,,,,,,,,,
1947-06-01,,,,,,,,0.59226,,,,,,,,,,0.0,,,,,172.0,,,,,,,,,,,
1947-07-01,0.46427,,,,,,,0.67935,,,,,,-0.817,,,,-0.58623,,,,,-67.0,,,,,,,,,27.27288,,
1947-08-01,,,,,,,,0.76473,,,,,,,,,,0.58968,,,,,217.0,,,,,,,,,,,
1947-09-01,,,,,,,,1.96429,,,,,,,,,,0.78164,,,,,243.0,,,,,,,,,,,
1947-10-01,3.89934,,,,,,,0.30648,,,,,,6.41263,,,,0.96875,,,,,208.0,,,,,,,,,-6.83126,,
1947-11-01,,,,,,,,0.65474,,,,,,,,,,1.34352,,,,,73.0,,,,,,,,,,,
1947-12-01,,,,,,,,1.51778,,,,,,,,,,0.37897,,,,,97.0,,,,,,,,,,,
1948-01-01,11.16564,,,,,,,1.15335,,,,,,6.16161,,,,0.56561,,,,,98.0,,,,,,,,,7.79156,,
1948-02-01,,,,,,,,-0.04223,,,,,,,,,,0.18771,,,,,-146.0,,,,,,,,,,,0.4
1948-03-01,,,,,,,,-0.71821,,,,,,,,,,-1.12345,,,,,150.0,,,,,,,,,,,0.2
1948-04-01,9.59277,,,,,,,1.3617,,,,,,6.77514,,,,0.18949,,,,,-304.0,,,,,,,,,6.61151,,-0.1
1948-05-01,,,,,,,,0.79765,,,,,,,,,,1.70146,,,,,417.0,,,,,,,,,,,-0.4
1948-06-01,,,,,,,,0.58309,,,,,,,,,,1.30106,,,,,238.0,,,,,,,,,,,0.1
1948-07-01,0.33343,,,,,,,1.0352,,,,,,2.31795,,,,0.0,,,,,126.0,,,,,,,,,8.01471,,0.0
1948-08-01,,,,,,,,0.12295,,,,,,,,,,-0.36715,,,,,18.0,,,,,,,,,,,0.3
1948-09-01,,,,,,,,-0.28653,,,,,,,,,,-0.73701,,,,,116.0,,,,,,,,,,,-0.1
1948-10-01,2.06185,,,,,,,-0.20525,,,,,,0.45392,,,,0.74248,,,,,-49.0,,,,,,,,,2.15033,,-0.1
1948-11-01,,,,,,,,-0.61703,,,,,,,,,,-1.28909,,,,,-53.0,,,,,,,,,,,0.1
1948-12-01,,,,,,,,-0.4553,,,,,,,,,,-0.9333,,,,,-160.0,,,,,,,,,,,0.2
1949-01-01,-7.69743,,,,,,,-0.16632,,,,,,-5.39379,,,,-0.94139,,,,,-364.0,,,,,,,,,-1.67721,,0.3
1949-02-01,,,,,,,,-0.41649,,,,,,,,,,-0.95033,,,,,-171.0,,,,,,,,,,,0.4
1949-03-01,,,,,,,,0.0,,,,,,,,,,-1.91962,,,,,-257.0,,,,,,,,,,,0.3
1949-04-01,-1.1284,,,,,,,0.04182,,,,,,-1.35172,,,,-0.58665,,,,,-4.0,,,,,,,,,-3.27635,,0.3
1949-05-01,,,,,,,,-0.04181,,,,,,,,,,-1.37863,,,,,-252.0,,,,,,,,,,,0.8
1949-06-01,,,,,,,,0.04182,,,,,,,,,,-0.19896,,,,,-245.0,,,,,,,,,,,0.1
1949-07-01,2.17449,,,,,,,-0.91973,,,,,,4.20035,,,,-0.2001,,,,,-208.0,,,,,,,,,-8.13858,,0.5
1949-08-01,,,,,,,,0.0,,,,,,,,,,1.00175,,,,,93.0,,,,,,,,,,,0.1
1949-09-01,,,,,,,,0.21097,,,,,,,,,,0.99255,,,,,156.0,,,,,,,,,,,-0.2
1949-10-01,-5.28831,,,,,,,-0.33684,,,,,,-3.30934,,,,-3.73318,,,,,-838.0,,,,,,,,,0.97624,,1.3
1949-11-01,,,,,,,,0.12674,,,,,,,,,,2.65285,,,,,300.0,,,,,,,,,,,-1.5
1949-12-01,,,,,,,,-0.37975,,,,,,,,,,1.78941,,,,,280.0,,,,,,,,,,,0.2
1950-01-01,17.01543,,,,,,,-0.42355,,,,,,16.67878,,,,1.75795,,,,,4.0,,,,,,,,,-3.26824,,-0.1
1950-02-01,,,,,,,,0.42535,,,,,,,,,,0.38407,,,,,-229.0,,,,,,,,,,,-0.1
1950-03-01,,,,,,,,0.12706,,,,,,,,,,3.24994,,,,,657.0,,,,,,,,,,,-0.1
1950-04-01,17.53863,,,,,,,0.0423,,,,,,12.77366,,,,3.33361,,,,,428.0,,,,,,,,,3.81661,,-0.5
1950-05-01,,,,,,,,0.5074,,,,,,,,,,2.32957,,,,,336.0,,,,,,,,,,,-0.3
1950-06-01,,,,,,,,0.46277,,,,,,,,,,2.9774,,,,,365.0,,,,,,,,,,,-0.1
1950-07-01,16.15286,,,,,,,0.79564,,,,,,16.37991,,,,3.23099,,,,,371.0,,,,,,,,,-0.6941,,-0.4
1950-08-01,,,,,,,,0.54009,,,,,,,,,,3.13048,,,,,738.0,,,,,,,,,,,-0.5
1950-09-01,,,,,,,,0.57851,,,,,,,,,,-0.63929,,,,,246.0,,,,,,,,,,,-0.1
1950-10-01,7.89014,,,,,,,0.65735,,,,,,7.88267,,,,0.64341,,,,,268.0,,,,,,,,,9.64181,,-0.2
1950-11-01,,,,,,,,0.40816,,,,,,,,,,-0.15982,,,,,70.0,,,,,,,,,,,0.0
1950-12-01,,,,,,,,1.54472,,,,,,,,,,1.76027,,,,,85.0,,,,,,,,,,,0.1
1951-01-01,2.08054,,,,,,,1.60128,,,,,,5.54347,,,,0.31404,,,,,427.0,,,,,,,,,9.46708,,-0.6
1951-02-01,,,,,,,,1.77305,,,,,,,,,,0.62727,,,,,289.0,,,,,,,,,,,-0.3
1951-03-01,,,,,,,,0.19357,,,,,,,,,,0.46694,,,,,296.0,,,,,,,,,,,0.0
1951-04-01,7.24677,,,,,,,0.15456,,,,,,7.11064,,,,0.15512,,,,,-12.0,,,,,,,,,10.52481,,-0.3
1951-05-01,,,,,,,,0.27006,,,,,,,,,,-0.30918,,,,,91.0,,,,,,,,,,,-0.1
1951-06-01,,,,,,,,-0.23086,,,,,,,,,,-0.46607,,,,,112.0,,,,,,,,,,,0.2
1951-07-01,7.19607,,,,,,,-0.07713,,,,,,8.49808,,,,-1.56025,,,,,-3.0,,,,,,,,,-4.24572,,-0.1
1951-08-01,,,,,,,,-0.19298,,,,,,,,,,-0.95075,,,,,-49.0,,,,,,,,,,,0.0
1951-09-01,,,,,,,,0.65739,,,,,,,,,,0.64032,,,,,-58.0,,,,,,,,,,,0.2
1951-10-01,3.5655,,,,,,,0.49942,,,,,,0.8787,,,,-0.15906,,,,,52.0,,,,,,,,,6.5578,,0.2
1951-11-01,,,,,,,,0.61162,,,,,,,,,,0.79598,,,,,141.0,,,,,,,,,,,0.0
1951-12-01,,,,,,,,0.56991,,,,,,,,,,0.63164,,,,,167.0,,,,,,,,,,,-0.4
1952-01-01,2.66852,,,,,,,-0.07556,,,,,,4.33649,,,,1.09886,,,,,-18.0,,,,,,,,,2.18749,,0.1
1952-02-01,,,,,,,,-0.15123,,,,,,,,,,0.62143,,,,,226.0,,,,,,,,,,,-0.1
1952-03-01,,,,,,,,-0.07573,,,,,,,,,,0.30879,,,,,-18.0,,,,,,,,,,,-0.2
1952-04-01,2.39795,,,,,,,0.26525,,,,,,0.85996,,,,-0.92353,,,,,116.0,,,,,,,,,3.86587,,0.0
1952-05-01,,,,,,,,0.03779,,,,,,,,,,-0.93156,,,,,22.0,,,,,,,,,,,0.1
1952-06-01,,,,,,,,0.22667,,,,,,,,,,-0.94032,,,,,-360.0,,,,,,,,,,,0.0
1952-07-01,3.78577,,,,,,,0.5654,,,,,,2.91628,,,,-1.58247,,,,,-139.0,,,,,,,,,7.14261,,0.2
1952-08-01,,,,,,,,0.03748,,,,,,,,,,6.43107,,,,,781.0,,,,,,,,,,,0.2
1952-09-01,,,,,,,,-0.2248,,,,,,,,,,3.62548,,,,,396.0,,,,,,,,,,,-0.3
1952-10-01,12.86487,,,,,,,0.22531,,,,,,13.79712,,,,1.02037,,,,,277.0,,,,,,,,,1.57389,,-0.1
1952-11-01,,,,,,,,0.0,,,,,,,,,,2.02013,,,,,219.0,,,,,,,,,,86.2,-0.2
1952-12-01,,,,,,,,0.07493,,,,,,,,,,0.56552,,,,,350.0,,,,,,,,,,,-0.1
1953-01-01,7.29067,,,,,,,-0.26207,,,,,,7.6461,,,,0.28143,,,,,-22.0,,,,,,,,,1.14039,,0.2
1953-02-01,,,,,,,,-0.18769,,,,,,,,,,0.56129,,,,,195.0,,,,,,,,,,90.7,-0.3
1953-03-01,,,,,,,,0.15043,,,,,,,,,,0.83671,,,,,134.0,,,,,,,,,,,0.0
1953-04-01,2.81182,,,,,,,0.22531,,,,,,3.12841,,,,0.41514,,,,,-38.0,,,,,,,,,3.80535,,0.1
1953-05-01,,,,,,,,0.03747,,,,,,,,,,0.55072,,,,,55.0,,,,,,,,,,,-0.2
1953-06-01,,,,,,,,0.26217,,,,,,,,,,-0.41116,,,,,29.0,,,,,,,,,,,0.0
1953-07-01,-2.57609,,,,,,,0.07471,,,,,,-2.23115,,,,1.23807,,,,,17.0,,,,,,,,,2.55365,,0.1
1953-08-01,,,,,,,,0.22396,,,,,,,,,,-0.54324,,,,,-47.0,,,,,,,,,,80.8,0.1
1953-09-01,,,,,,,,0.14898,,,,,,,,,,-2.04917,,,,,-121.0,,,,,,,,,,,0.2
1953-10-01,-7.79479,,,,,,,0.22313,,,,,,-5.91878,,,,-0.83671,,,,,-128.0,,,,,,,,,5.41821,,0.2
1953-11-01,,,,,,,,-0.37106,,,,,,,,,,-2.39113,,,,,-332.0,,,,,,,,,,80.7,0.4
1953-12-01,,,,,,,,0.07449,,,,,,,,,,-2.4497,,,,,-205.0,,,,,,,,,,,1.0
1954-01-01,0.86895,,,,,,,0.26051,,,,,,-1.89664,,,,-0.73837,,,,,-234.0,,,,,,,,,2.52587,,0.4
1954-02-01,,,,,,,,0.1856,,,,,,,,,,0.29777,,,,,-87.0,,,,,,,,,,82.0,0.3
1954-03-01,,,,,,,,-0.2223,,,,,,,,,,-0.59376,,,,,-225.0,,,,,,,,,,,0.5
1954-04-01,0.72304,,,,,,,-0.25993,,,,,,0.43837,,,,-0.59675,,,,,22.0,,,,,,,,,-2.29521,,0.2
1954-05-01,,,,,,,,0.26061,,,,,,,,,,0.60034,,,,,-214.0,,,,,,,,,,82.9,0.0
1954-06-01,,,,,,,,0.03713,,,,,,,,,,0.29865,,,,,-70.0,,,,,,,,,,,-0.3
1954-07-01,3.63911,,,,,,,-0.29696,,,,,,4.59591,,,,0.14888,,,,,-60.0,,,,,,,,,-3.9088,,0.2
1954-08-01,,,,,,,,-0.03723,,,,,,,,,,-0.14866,,,,,-9.0,,,,,,,,,,,0.2
1954-09-01,,,,,,,,-0.14898,,,,,,,,,,0.14888,,,,,60.0,,,,,,,,,,,0.1
1954-10-01,8.75332,,,,,,,-0.3357,,,,,,8.06065,,,,1.18874,,,,,56.0,,,,,,,,,-0.54334,,-0.4
1954-11-01,,,,,,,,0.22455,,,,,,,,,,1.61497,,,,,238.0,,,,,,,,,,87.0,-0.4
1954-12-01,,,,,,,,-0.03734,,,,,,,,,,1.30068,,,,,151.0,,,,,,,,,,,-0.3
1955-01-01,11.44012,,,,,,,0.0,,,,,,11.92538,,,,2.28252,,,,,165.0,,,,,,,,,-4.92225,,-0.1
1955-02-01,,,,,,,,0.18678,,,,,,,,,,1.25533,,,,,148.0,,,,,,,,,,95.9,-0.2
1955-03-01,,,,,,,,-0.11186,,,,,,,,,,2.34121,,,,,318.0,,,,,,,,,,,-0.1
1955-04-01,8.4224,,,,,,,0.0,,,,,,6.67085,,,,1.21141,,,,,286.0,,,,,,,,,1.95767,,0.1
1955-05-01,,,,,,,,-0.07465,,,,,,,,,,1.59554,,,,,264.0,,,,,,,,,,99.1,-0.4
1955-06-01,,,,,,,,-0.22413,,,,,,,,,,0.13144,,,,,278.0,,,,,,,,,,,-0.1
1955-07-01,5.35481,,,,,,,0.1872,,,,,,5.51376,,,,0.78421,,,,,197.0,,,,,,,,,5.7462,,-0.2
1955-08-01,,,,,,,,-0.14948,,,,,,,,,,-0.12977,,,,,124.0,,,,,,,,,,,0.2
1955-09-01,,,,,,,,0.48653,,,,,,,,,,0.64919,,,,,155.0,,,,,,,,,,,-0.1
1955-10-01,3.08568,,,,,,,-0.11173,,,,,,2.4244,,,,1.67729,,,,,163.0,,,,,,,,,5.16879,,0.2
1955-11-01,,,,,,,,0.22371,,,,,,,,,,0.25393,,,,,163.0,,,,,,,,,,99.7,-0.1
1955-12-01,,,,,,,,-0.0372,,,,,,,,,,0.37993,,,,,213.0,,,,,,,,,,,0.0
1956-01-01,0.37417,,,,,,,-0.14886,,,,,,-1.54316,,,,0.63036,,,,,170.0,,,,,,,,,11.6718,,-0.2
1956-02-01,,,,,,,,0.11182,,,,,,,,,,-0.87716,,,,,192.0,,,,,,,,,,,-0.1
1956-03-01,,,,,,,,0.11169,,,,,,,,,,0.0,,,,,127.0,,,,,,,,,,,0.3
1956-04-01,4.15424,,,,,,,0.14875,,,,,,3.34752,,,,0.75844,,,,,81.0,,,,,,,,,5.82766,,-0.2
1956-05-01,,,,,,,,0.37133,,,,,,,,,,-0.87826,,,,,131.0,,,,,,,,,,98.2,0.3
1956-06-01,,,,,,,,0.44395,,,,,,,,,,-0.88604,,,,,80.0,,,,,,,,,,,0.0
1956-07-01,0.43183,,,,,,,0.51565,,,,,,-0.35833,,,,-3.06522,,,,,-631.0,,,,,,,,,6.3446,,0.1
1956-08-01,,,,,,,,0.07329,,,,,,,,,,4.08438,,,,,676.0,,,,,,,,,,99.9,-0.3
1956-09-01,,,,,,,,0.14647,,,,,,,,,,2.27867,,,,,-27.0,,,,,,,,,,,-0.2
1956-10-01,7.16979,,,,,,,0.58501,,,,,,6.74798,,,,0.8663,,,,,173.0,,,,,,,,,2.46833,,0.0
1956-11-01,,,,,,,,0.0,,,,,,,,,,-0.85886,,,,,44.0,,,,,,,,,,100.2,0.4
1956-12-01,,,,,,,,0.43621,,,,,,,,,,1.48496,,,,,108.0,,,,,,,,,,,-0.1
1957-01-01,0.98482,,,,,,,0.14477,,,,,,2.58577,,,,-0.36558,,,,,-42.0,,,,,,,,,1.10956,,0.0
1957-02-01,,,,,,,,0.46982,0.35088,,,,,,,,,0.97922,,,,,210.0,,,,,,,,,,,-0.3
1957-03-01,,,,,,,,0.21583,0.34965,,,,,,,,,-0.12127,,,,,59.0,,,,,,,,,,,-0.2
1957-04-01,-0.34123,,,,,,,0.25126,0.34843,,,,,-0.87368,,,,-1.33516,,,,,82.0,,,,,,,,,5.74983,,0.2
1957-05-01,,,,,,,,0.25063,0.0,,,,,,,,,-0.36919,,,,,-88.0,,,,,,,,,,92.9,0.2
1957-06-01,,,,,,,,0.39286,0.34722,,,,,,,,,0.24704,,,,,-83.0,,,,,,,,,,,0.2
1957-07-01,1.72933,,,,,,,0.2846,0.34602,,,,,3.97768,,,,0.61607,,,,,56.0,,,,,,,,,-0.31574,,-0.1
1957-08-01,,,,,,,,0.31926,0.0,,,,,,,,,0.0,,,,,5.0,,,,,,,,,,,-0.1
1957-09-01,,,,,,,,0.14144,0.34483,,,,,,,,,-0.85676,,,,,-194.0,,,,,,,,,,,0.3
1957-10-01,-4.49125,,,,,,,0.0,0.34364,,,,,-4.07438,,,,-1.48175,,,,,-171.0,,,,,,,,,4.07466,,0.1
1957-11-01,,,,,,,,0.3178,0.34247,,,,,,,,,-2.38073,,,,,-205.0,,,,,,,,,,83.7,0.6
1957-12-01,,,,,,,,0.21119,0.0,,,,,,,,,-1.92602,,,,,-174.0,,,,,,,,,,,0.1
1958-01-01,-8.62409,,,,,,,0.59712,0.0,,,,,-9.98624,,,,-1.8324,,,,,-308.0,,,,,,,,,5.71744,,0.6
1958-02-01,,,,,,,,0.2095,0.3413,,,,,,,,,-2.1329,,,,,-500.0,,,,,,,,,,78.5,0.6
1958-03-01,,,,,,,,0.59233,0.34014,,,,,,,,,-1.22625,,,,,-277.0,,,,,,,,,,,0.3
1958-04-01,1.19865,,,,,,,0.24247,0.0,,,,,2.6536,,,,-1.65547,,,,,-272.0,,,,,,,,,-3.91811,,0.7
1958-05-01,,,,,,,,0.0,0.0,,,,,,,,,0.98173,,,,,-113.0,,,,,,,,,,80.9,0.0
1958-06-01,,,,,,,,-0.10366,0.33898,,,,,,,,,2.63916,,,,,0.0,,,,,,,,,,,-0.1
1958-07-01,9.65087,,,,,,,-0.06918,0.0,,,,,9.57845,,,,1.48823,,,,,125.0,,,,,,,,,1.74681,,0.2
1958-08-01,,,,,,,,0.17307,0.0,,,,,,,,,2.0,,,,,194.0,,,,,,,,,,,-0.1
1958-09-01,,,,,,,,-0.10366,0.33784,,,,,,,,,0.91549,,,,,273.0,,,,,,,,,,,-0.3
1958-10-01,9.63317,,,,,,,0.0,0.0,,,,,9.6861,,,,1.16541,,,,,-21.0,,,,,,,,,-5.00935,,-0.4
1958-11-01,,,,,,,,0.13836,0.3367,,,,,,,,,2.94497,,,,,459.0,,,,,,,,,,90.8,-0.5
1958-12-01,,,,,,,,0.06908,0.33557,,,,,,,,,0.12444,,,,,141.0,,,,,,,,,,,0.0
1959-01-01,8.70359,,,,,,,0.13807,0.0,,,,,7.89728,,,,1.49096,,,,,393.0,,,,,,,,,3.46616,,-0.2
1959-02-01,,,,,,,,-0.03447,0.0,,0.30193,,,,0.6035,,,1.95798,,,,,210.0,,0.09892,0.07741,,,,,,,,-0.1
1959-03-01,,,,,,,,-0.10345,0.33445,,0.57194,,,,-2.81944,,,1.44084,,,,,326.0,,0.06588,0.11603,,,,,,,,-0.3
1959-04-01,11.36141,,,,,,,0.03452,0.0,,0.64566,,,9.32301,-1.85185,,,2.12991,,,,,307.0,,0.19751,0.25111,,,,,,-0.46718,,-0.4
1959-05-01,,,,,,,,0.20704,0.33333,,0.5438,,,,-5.78616,,,1.50669,,,,,229.0,,0.05257,0.12203,,,,,,,95.3,-0.1
1959-06-01,,,,,,,,0.24105,0.33223,,0.33381,,,,0.33378,,,0.11421,,,,,131.0,,0.28896,0.29508,,,,,,,,-0.1
1959-07-01,-3.24898,,,,,,,0.13741,0.0,,-0.15582,,,0.2792,2.92748,,,-2.39486,,,,,123.0,,0.20955,0.23665,,,,,,1.76865,,0.1
1959-08-01,,,,,,,,0.10292,0.0,,-0.59052,,,,-7.56303,,,-3.38779,,,,,-468.0,,0.14376,0.15952,,,,,,,,0.1
1959-09-01,,,,,,,,0.23989,0.33113,,0.04243,,,,7.69231,,,-0.12098,,,,,92.0,,0.26101,0.2612,,,,,,,,0.3
1959-10-01,2.75946,,,,,,,0.34188,0.33003,,0.0721,,,1.1448,-12.01299,,,-0.7263,,,,,-70.0,,0.24081,0.17156,,,,,,5.23104,,0.2
1959-11-01,,,,,,,,0.0,0.0,,0.72473,,,,4.50185,,,0.61006,,,,,276.0,,0.06493,0.18395,,,,,,,93.8,0.1
1959-12-01,,,,,,,,0.20443,0.32895,,0.97198,,,,13.06497,,,6.1817,,,,,540.0,,0.11679,0.15196,,,,,,,,-0.5
1960-01-01,9.20387,,,,,,,-0.13601,0.0,,0.21669,,,9.30246,-8.807,,,2.62559,,,,,100.0,,-0.05833,0.02529,,,,,,-0.74635,,-0.1
1960-02-01,,,,,,,,0.13619,0.32787,,0.01663,,,,2.94521,,,-0.8899,,,,,239.0,,0.10375,0.18961,-4.0,,,,,,100.0,-0.4
1960-03-01,,,,,,,,0.0,0.0,,0.11641,,,,-26.21424,,,-0.89789,,,,,-59.0,,0.0583,0.00631,-133.0,,,,,,,0.6
1960-04-01,-0.06476,,,,,,,0.44203,0.0,,0.38204,,,-2.1361,16.23084,,,-0.79272,,,,,359.0,,0.36255,0.18293,61.0,,,,,9.26538,,-0.2
1960-05-01,,,,,,,,0.10156,0.0,,0.21925,,,,-1.39643,,,-0.11421,,,,,-338.0,,0.10321,0.16371,36.0,,,,,,93.3,-0.1
1960-06-01,,,,,,,,0.13527,0.3268,,0.09494,,,,-1.88828,,,-1.25734,,,,,-127.0,,0.04511,0.05658,-94.0,,,,,,,0.3
1960-07-01,0.01697,,,,,,,-0.20263,-0.32573,,0.16083,,,1.97417,-4.00962,,,-0.34696,,,,,-42.0,,0.18035,0.17591,41.0,,,,,-0.03761,,0.1
1960-08-01,,,,,,,,0.20305,0.0,,-0.22645,,,,12.2807,,,-0.1162,,,,,-34.0,,0.16717,0.14425,-5.0,,,,,,97.2,0.1
1960-09-01,,,,,,,,0.0,0.0,,0.1403,,,,-18.37798,,,-1.0466,,,,,-45.0,,0.05777,0.08141,-10.0,,,,,,,-0.1
1960-10-01,-2.1524,,,,,,,0.47281,0.65359,,0.36675,,,-5.03458,13.5825,,,-0.11757,,,,,-85.0,,0.11547,0.05632,-12.0,,,,,7.22177,,0.6
1960-11-01,,,,,,,,0.10084,0.0,,-0.41468,,,,0.0,,,-1.41159,,,,,-181.0,,0.33961,0.26892,7.0,,,,,,90.1,0.0
1960-12-01,,,,,,,,0.10074,-0.32468,,-0.44939,,,,-14.687,,,-1.90936,,,,,-219.0,,0.01916,-0.03119,-28.0,,,,,,,0.5
1961-01-01,0.81684,,,,,,,0.10064,0.32573,,0.96496,,,2.72753,11.28881,,,0.12171,,,,,-59.0,,0.01915,0.02496,18.0,,,,,-1.58005,,0.0
1961-02-01,,,,,,,,0.0,0.0,,0.41839,,,,3.63483,,,-0.12157,,,,,-126.0,,0.08937,0.0998,-8.0,,,,,,91.6,0.3
1961-03-01,,,,,,,,0.0,0.32468,,0.42073,,,,7.01468,,,0.60812,,,,,102.0,,-0.0574,0.03116,39.0,,,,,,,0.0
1961-04-01,6.92646,,,,,,,-0.10054,0.0,,0.20338,,,6.96635,-11.12805,,,2.05574,,,,,-32.0,,-0.05743,0.13705,2.0,,,,,-4.70226,,0.1
